Customer Country/Region,,Part,Description,Product Description,Product Family Code,Subclass Desc,Subfamily Desc,ATC
,,FLQ73B/A,RFB IPHONE 13 STL 256GB-GBR,Refurbished iPhone 13,iphone,RFB IPHONE,RFB IPHONE 13 D17 25,151
,,FLQ83B/A,RFB IPHONE 13 PNK 256GB-GBR,Refurbished iPhone 13,iphone,RFB IPHONE,RFB IPHONE 13 D17 25,198
,,FLQA3B/A,RFB IPHONE 13 BLU 256GB-GBR,Refurbished iPhone 13,iphone,RFB IPHONE,RFB IPHONE 13 D17 25,172
,,FLQC3B/A,RFB IPHONE 13 MDN 512GB-GBR,Refurbished iPhone 13,iphone,RFB IPHONE,RFB IPHONE 13 D17 51,187
,,FLQD3B/A,RFB IPHONE 13 STL 512GB-GBR,Refurbished iPhone 13,iphone,RFB IPHONE,RFB IPHONE 13 D17 51,32
,,FLQE3B/A,RFB IPHONE 13 PNK 512GB-GBR,Refurbished iPhone 13,iphone,RFB IPHONE,RFB IPHONE 13 D17 51,67
,,FLQG3B/A,RFB IPHONE 13 BLU 512GB-GBR,Refurbished iPhone 13,iphone,RFB IPHONE,RFB IPHONE 13 D17 51,18
,,FLV93B/A,RFB IPHONE 13 PRO GPH 128GB-GBR,Refurbished iPhone 13 Pro,iphone,RFB IPHONE,RFB IPHONE 13 PRO D6,11
,,FLVA3B/A,RFB IPHONE 13 PRO SLV 128GB-GBR,Refurbished iPhone 13 Pro,iphone,RFB IPHONE,RFB IPHONE 13 PRO D6,130
,,FLVC3B/A,RFB IPHONE 13 PRO GLD 128GB-GBR,Refurbished iPhone 13 Pro,iphone,RFB IPHONE,RFB IPHONE 13 PRO D6,160
,,FLVD3B/A,RFB IPHONE 13 PRO SBL 128GB-GBR,Refurbished iPhone 13 Pro,iphone,RFB IPHONE,RFB IPHONE 13 PRO D6,190
,,FLVE3B/A,RFB IPHONE 13 PRO GPH 256GB-GBR,Refurbished iPhone 13 Pro,iphone,RFB IPHONE,RFB IPHONE 13 PRO D6,9
,,FLVF3B/A,RFB IPHONE 13 PRO SLV 256GB-GBR,Refurbished iPhone 13 Pro,iphone,RFB IPHONE,RFB IPHONE 13 PRO D6,83
,,FLVH3B/A,RFB IPHONE 13 PRO GPH 512GB-GBR,Refurbished iPhone 13 Pro,iphone,RFB IPHONE,RFB IPHONE 13 PRO D6,46
,,FLVK3B/A,RFB IPHONE 13 PRO GLD 256GB-GBR,Refurbished iPhone 13 Pro,iphone,RFB IPHONE,RFB IPHONE 13 PRO D6,98
,,FLVN3B/A,RFB IPHONE 13 PRO SLV 512GB-GBR,Refurbished iPhone 13 Pro,iphone,RFB IPHONE,RFB IPHONE 13 PRO D6,14
,,FLVP3B/A,RFB IPHONE 13 PRO SBL 256GB-GBR,Refurbished iPhone 13 Pro,iphone,RFB IPHONE,RFB IPHONE 13 PRO D6,76
,,FLVQ3B/A,RFB IPHONE 13 PRO GLD 512GB-GBR,Refurbished iPhone 13 Pro,iphone,RFB IPHONE,RFB IPHONE 13 PRO D6,27
,,FLVU3B/A,RFB IPHONE 13 PRO SBL 512GB-GBR,Refurbished iPhone 13 Pro,iphone,RFB IPHONE,RFB IPHONE 13 PRO D6,54
,,FLVV3B/A,RFB IPHONE 13 PRO GPH 1TB-GBR,Refurbished iPhone 13 Pro,iphone,RFB IPHONE,RFB IPHONE 13 PRO D6,25
,,FLVW3B/A,RFB IPHONE 13 PRO SLV 1TB-GBR,Refurbished iPhone 13 Pro,iphone,RFB IPHONE,RFB IPHONE 13 PRO D6,20
,,FLVY3B/A,RFB IPHONE 13 PRO GLD 1TB-GBR,Refurbished iPhone 13 Pro,iphone,RFB IPHONE,RFB IPHONE 13 PRO D6,17
,,FLW03B/A,RFB IPHONE 13 PRO SBL 1TB-GBR,Refurbished iPhone 13 Pro,iphone,RFB IPHONE,RFB IPHONE 13 PRO D6,6
GB,,FLWL3B/A,RFB IPAD MINI WI-FI 64GB PINK-GBR,Refurbished iPad mini 6 with Wi-Fi,ipad,RFB IPAD,RFB IPAD J310 BEST,18
GB,,FLWR3B/A,RFB IPAD MINI WI-FI 256GB PINK-GBR,Refurbished iPad mini 6 with Wi-Fi,ipad,RFB IPAD,RFB IPAD J310 SUPREM,25
GB & IE,,FLXX3B/A,RFB MBA 13.6 SPG/10C GPU/8GB/512GB-GBR,Refurbished MacBook Air,mac,RFB MACBOOK AIR,RFB MACBOOK AIR J413,1
GB & IE,,FLY43B/A,RFB MBA 13.6 MDN/10C GPU/8GB/512GB-GBR,Refurbished MacBook Air,mac,RFB MACBOOK AIR,RFB MACBOOK AIR J413,1
GB & IE,,FM6R3B/A,RFB IPAD AIR WF CL 64GB SPG-GBR,Refurbished iPad Air (5th generation) with Wi-Fi + Cellular,ipad,RFB IPAD,RFB IPAD J408 BEST,58
GB & IE,,FM6T3B/A,RFB IPAD AIR WF CL 64GB PNK-GBR,Refurbished iPad Air (5th generation) with Wi-Fi + Cellular,ipad,RFB IPAD,RFB IPAD J408 BEST,58
GB & IE,,FM6V3B/A,RFB IPAD AIR WF CL 64GB STL-GBR,Refurbished iPad Air (5th generation) with Wi-Fi + Cellular,ipad,RFB IPAD,RFB IPAD J408 BEST,61
GB & IE,,FM713B/A,RFB IPAD AIR WF CL 256GB SPG-GBR,Refurbished iPad Air (5th generation) with Wi-Fi + Cellular,ipad,RFB IPAD,RFB IPAD J408 SUPREM,102
GB & IE,,FM723B/A,RFB IPAD AIR WF CL 256GB PNK-GBR,Refurbished iPad Air (5th generation) with Wi-Fi + Cellular,ipad,RFB IPAD,RFB IPAD J408 SUPREM,48
GB & IE,,FM733B/A,RFB IPAD AIR WF CL 256GB BLU-GBR,Refurbished iPad Air (5th generation) with Wi-Fi + Cellular,ipad,RFB IPAD,RFB IPAD J408 SUPREM,43
GB & IE,,FM743B/A,RFB IPAD AIR WF CL 256GB STL-GBR,Refurbished iPad Air (5th generation) Wi-Fi + Cellular,ipad,RFB IPAD,RFB IPAD J408 SUPREM,43
GB & IE,,FM9C3B/A,RFB IPAD AIR WI-FI 64GB SPACE GRAY-GBR,Refurbished iPad Air (5th generation) with Wi-Fi,ipad,RFB IPAD,RFB IPAD J407 BEST,20
GB & IE,,FM9D3B/A,RFB IPAD AIR WI-FI 64GB PINK-GBR,Refurbished iPad Air (5th generation) with Wi-Fi,ipad,RFB IPAD,RFB IPAD J407 BEST,1
GB & IE,,FM9E3B/A,RFB IPAD AIR WI-FI 64GB BLUE-GBR,Refurbished iPad Air (5th generation) with Wi-Fi,ipad,RFB IPAD,RFB IPAD J407 BEST,163
GB & IE,,FM9L3B/A,RFB IPAD AIR WI-FI 256GB SPACE GRAY-GBR,Refurbished iPad Air (5th generation) with Wi-Fi,ipad,RFB IPAD,RFB IPAD J407 SUPREM,310
GB & IE,,FM9M3B/A,RFB IPAD AIR WI-FI 256GB PINK-GBR,Refurbished iPad Air (5th generation) with Wi-Fi,ipad,RFB IPAD,RFB IPAD J407 SUPREM,197
GB & IE,,FM9N3B/A,RFB IPAD AIR WI-FI 256GB BLUE-GBR,Refurbished iPad Air (5th generation) with Wi-Fi,ipad,RFB IPAD,RFB IPAD J407 SUPREM,569
GB & IE,,FME23B/A,RFB IPAD AIR WI-FI 64GB PURPLE-GBR,Refurbished iPad Air (5th generation) with Wi-Fi,ipad,RFB IPAD,RFB IPAD J407 BEST,287
GB & IE,,FME63B/A,RFB IPAD AIR WI-FI 256GB PURPLE-GBR,Refurbished iPad Air (5th generation) with Wi-Fi,ipad,RFB IPAD,RFB IPAD J407 SUPREM,315
GB & IE,,FME93B/A,RFB IPAD AIR WF CL 64GB PUR-GBR,Refurbished iPad Air (5th generation) with Wi-Fi + Cellular,ipad,RFB IPAD,RFB IPAD J408 BEST,59
GB & IE,,FMED3B/A,RFB IPAD AIR WF CL 256GB PUR-GBR,Refurbished iPad Air (5th generation) with Wi-Fi + Cellular,ipad,RFB IPAD,RFB IPAD J408 SUPREM,67
GB & IE,,FMFJ3B/A,RFB MAC MINI/8C CPU/10C GPU/8G/256-GBR,Refurbished Mac mini,mac,RFB MAC MINI,RFB MAC MINI J473 GO,4
GB & IE,,FN873B/A,RFB APPLE TV 4K (3RD GEN) WI-FI-GBR,Refurbished Apple TV 4K,appletv,RFB APPLE TV,RFB APPLE TV J255 BE,166
,,FNCY3B/A,RFB IPHONE 13 PRO MAX ALG 128GB-GBR,Refurbished iPhone 13 Pro Max,iphone,RFB IPHONE,RFB IPHONE 13 PRO MA,245
,,FND03B/A,RFB IPHONE 13 PRO MAX ALG 256GB-GBR,Refurbished iPhone 13 Pro Max,iphone,RFB IPHONE,RFB IPHONE 13 PRO MA,126
,,FND13B/A,RFB IPHONE 13 PRO MAX ALG 512GB-GBR,Refurbished iPhone 13 Pro Max,iphone,RFB IPHONE,RFB IPHONE 13 PRO MA,28
,,FND23B/A,RFB IPHONE 13 PRO MAX ALG 1TB-GBR,Refurbished iPhone 13 Pro Max,iphone,RFB IPHONE,RFB IPHONE 13 PRO MA,51
,,FNE23B/A,RFB IPHONE 13 PRO ALG 128GB-GBR,Refurbished iPhone 13 Pro,iphone,RFB IPHONE,RFB IPHONE 13 PRO D6,10
,,FNE33B/A,RFB IPHONE 13 PRO ALG 256GB-GBR,Refurbished iPhone 13 Pro,iphone,RFB IPHONE,RFB IPHONE 13 PRO D6,111
,,FNE43B/A,RFB IPHONE 13 PRO ALG 512GB-GBR,Refurbished iPhone 13 Pro,iphone,RFB IPHONE,RFB IPHONE 13 PRO D6,18
,,FNE53B/A,RFB IPHONE 13 PRO ALG 1TB-GBR,Refurbished iPhone 13 Pro,iphone,RFB IPHONE,RFB IPHONE 13 PRO D6,11
,,FNFG3B/A,RFB IPHONE 13 MINI GRN 256GB-GBR,,iphone,RFB IPHONE,RFB IPHONE 13 MINI D,118
,,FNFH3B/A,RFB IPHONE 13 MINI GRN 512GB-GBR,Refurbished iPhone 13 mini,iphone,RFB IPHONE,RFB IPHONE 13 MINI D,18
,,FNGK3B/A,RFB IPHONE 13 GRN 128GB-GBR,Refurbished iPhone 13,iphone,RFB IPHONE,RFB IPHONE 13 D17 12,220
,,FNGL3B/A,RFB IPHONE 13 GRN 256GB-GBR,Refurbished iPhone 13,iphone,RFB IPHONE,RFB IPHONE 13 D17 25,17
,,FNGM3B/A,RFB IPHONE 13 GRN 512GB-GBR,Refurbished iPhone 13,iphone,RFB IPHONE,RFB IPHONE 13 D17 51,21
GB & IE,,FNH73B/A,RFB MAC MINI/10C CPU/16C GPU/16G/512-GBR,Refurbished Mac mini,mac,RFB MAC MINI,RFB MAC MINI J474 BE,15
GB,,FNJ53B/A,RFB WATCH S8 41 SILVER SS WT SP CEL-GBR,Refurbished Apple Watch Series 8,applewatch,RFB WATCH,RFB N198S STNL POL,11
GB,,FNJJ3B/A,RFB WATCH S8 41 GPH SS MI SP CEL-GBR,Refurbished Apple Watch Series 8,applewatch,RFB WATCH,RFB N198S STAINLESS,32
GB,,FNKE3B/A,RFB WATCH S8 45 SILVER SS WT SP CEL-GBR,Refurbished Apple Watch Series 8,applewatch,RFB WATCH,RFB N198B STNL POL,3
GB & IE,,FNW83B/A,RFB MBP 16 SG/12C/19C GPU/16G/512G-GBR,Refurbished 16-inch MacBook Pro,mac,RFB MACBOOK PRO,RFB MACBOOK PRO J416,8
GB & IE,,FNW93B/A,RFB MBP 16 SG/12C/19C GPU/16G/1T-GBR,Refurbished 16-inch MacBook Pro,mac,RFB MACBOOK PRO,RFB MACBOOK PRO J416,1
GB & IE,,FNWC3B/A,RFB MBP 16 SL/12C/19C GPU/16G/512G-GBR,Refurbished 16-inch MacBook Pro,mac,RFB MACBOOK PRO,RFB MACBOOK PRO J416,10
GB,,FNXH3B/A,RFB IPAD PRO 11 WIFI 512GB GRAY-GBR,Refurbished iPad Pro 11-inch (4th generation),ipad,RFB IPAD,RFB IPAD J617 EXTREM,59
GB,,FNXJ3B/A,RFB IPAD PRO 11 WIFI 512GB SILVER-GBR,Refurbished iPad Pro 11-inch (4th generation),ipad,RFB IPAD,RFB IPAD J617 EXTREM,31
GB,,FNXK3B/A,RFB IPAD PRO 11 WIFI 1TB SPACE GRAY-GBR,Refurbished iPad Pro 11-inch (4th generation),ipad,RFB IPAD,RFB IPAD J617 PRIME,18
GB,,FNXL3B/A,RFB IPAD PRO 11 WIFI 1TB SILVER-GBR,Refurbished iPad Pro 11-inch (4th generation),ipad,RFB IPAD,RFB IPAD J617 PRIME,17
GB,,FNXM3B/A,RFB IPAD PRO 11 WIFI 2TB SPACE GRAY-GBR,Refurbished iPad Pro 11-inch (4th generation),ipad,RFB IPAD,RFB IPAD J617 PLATIN,6
GB,,FNXP3B/A,RFB IPAD PRO 12.9 WIFI 128GB GRAY-GBR,Refurbished iPad Pro 12.9-inch (6th generation),ipad,RFB IPAD,RFB IPAD J620 ULTIMA,573
GB,,FNXQ3B/A,RFB IPAD PRO 12.9 WIFI 128GB SILVER-GBR,Refurbished iPad Pro 12.9-inch (6th generation),ipad,RFB IPAD,RFB IPAD J620 ULTIMA,120
GB,,FNXR3B/A,RFB IPAD PRO 12.9 WIFI 256GB GRAY-GBR,Refurbished iPad Pro 12.9-inch (6th generation),ipad,RFB IPAD,RFB IPAD J620 SUPREM,324
GB,,FNXT3B/A,RFB IPAD PRO 12.9 WIFI 256GB SILVER-GBR,Refurbished iPad Pro 12.9-inch (6th generation),ipad,RFB IPAD,RFB IPAD J620 SUPREM,202
GB,,FNXU3B/A,RFB IPAD PRO 12.9 WIFI 512GB GRAY-GBR,Refurbished iPad Pro 12.9-inch (6th generation),ipad,RFB IPAD,RFB IPAD J620 EXTREM,153
GB,,FNXV3B/A,RFB IPAD PRO 12.9 WIFI 512GB SILVER-GBR,Refurbished iPad Pro 12.9-inch (6th generation),ipad,RFB IPAD,RFB IPAD J620 EXTREM,41
GB,,FNXW3B/A,RFB IPAD PRO 12.9 WIFI 1TB GRAY-GBR,Refurbished iPad Pro 12.9-inch (6th generation),ipad,RFB IPAD,RFB IPAD J620 PRIME,72
GB,,FNXX3B/A,RFB IPAD PRO 12.9 WIFI 1TB SILVER-GBR,Refurbished iPad Pro 12.9-inch (6th generation),ipad,RFB IPAD,RFB IPAD J620 PRIME,17
GB,,FNXY3B/A,RFB IPAD PRO 12.9 WIFI 2TB GRAY-GBR,Refurbished iPad Pro 12.9-inch (6th generation),ipad,RFB IPAD,RFB IPAD J620 PLATIN,49
GB,,FNY03B/A,RFB IPAD PRO 12.9 WIFI 2TB SILVER-GBR,Refurbished iPad Pro 12.9-inch (6th generation),ipad,RFB IPAD,RFB IPAD J620 PLATIN,16
GB,,FNYC3B/A,RFB IPAD PRO 11 WF CL 128 GRY-GBR,Refurbished iPad Pro 11-inch (4th generation) Wi-Fi + Cellular,ipad,RFB IPAD,RFB IPAD J619 ULTIMA,242
GB,,FNYD3B/A,RFB IPAD PRO 11 WF CL 128 SLV-GBR,Refurbished iPad Pro 11-inch (4th generation) Wi-Fi + Cellular,ipad,RFB IPAD,RFB IPAD J619 ULTIMA,5
GB,,FNYE3B/A,RFB IPAD PRO 11 WF CL 256 GRY-GBR,Refurbished iPad Pro 11-inch (4th generation) Wi-Fi + Cellular,ipad,RFB IPAD,RFB IPAD J619 SUPREM,349
GB,,FNYF3B/A,RFB IPAD PRO 11 WF CL 256 SLV-GBR,Refurbished iPad Pro 11-inch (4th generation) Wi-Fi + Cellular,ipad,RFB IPAD,RFB IPAD J619 SUPREM,59
GB,,FNYG3B/A,RFB IPAD PRO 11 WF CL 512 GRY-GBR,Refurbished iPad Pro 11-inch (4th generation) Wi-Fi + Cellular,ipad,RFB IPAD,RFB IPAD J619 EXTREM,139
GB,,FNYH3B/A,RFB IPAD PRO 11 WF CL 512 SLV-GBR,Refurbished iPad Pro 11-inch (4th generation) Wi-Fi + Cellular,ipad,RFB IPAD,RFB IPAD J619 EXTREM,30
GB,,FNYJ3B/A,RFB IPAD PRO 11 WF CL 1T GRY-GBR,Refurbished iPad Pro 11-inch (4th generation) Wi-Fi + Cellular,ipad,RFB IPAD,RFB IPAD J619 PRIME,41
GB,,FNYK3B/A,RFB IPAD PRO 11 WF CL 1T SLV-GBR,Refurbished iPad Pro 11-inch (4th generation) Wi-Fi + Cellular,ipad,RFB IPAD,RFB IPAD J619 PRIME,9
GB,,FNYL3B/A,RFB IPAD PRO 11 WF CL 2T GRY-GBR,Refurbished iPad Pro 11-inch (4th generation) Wi-Fi + Cellular,ipad,RFB IPAD,RFB IPAD J619 PLATIN,29
GB,,FNYM3B/A,RFB IPAD PRO 11 WF CL 2T SLV-GBR,Refurbished iPad Pro 11-inch (4th generation) Wi-Fi + Cellular,ipad,RFB IPAD,RFB IPAD J619 PLATIN,5
GB,,FP1X3B/A,RFB IPAD PRO 12.9 WF CL 128 GRY-GBR,Refurbished iPad Pro 12.9-inch (6th generation) Wi-Fi + Cellular,ipad,RFB IPAD,RFB IPAD J622 ULTIMA,115
GB,,FP1Y3B/A,RFB IPAD PRO 12.9 WF CL 128 SLV-GBR,Refurbished iPad Pro 12.9-inch (6th generation) Wi-Fi + Cellular,ipad,RFB IPAD,RFB IPAD J622 ULTIMA,12
GB,,FP203B/A,RFB IPAD PRO 12.9 WF CL 256 GRY-GBR,Refurbished iPad Pro 12.9-inch (6th generation) Wi-Fi + Cellular,ipad,RFB IPAD,RFB IPAD J622 SUPREM,456
GB,,FP213B/A,RFB IPAD PRO 12.9 WF CL 256 SLV-GBR,Refurbished iPad Pro 12.9-inch (6th generation) Wi-Fi + Cellular,ipad,RFB IPAD,RFB IPAD J622 SUPREM,4
GB,,FP223B/A,RFB IPAD PRO 12.9 WF CL 512 GRY-GBR,Refurbished iPad Pro 12.9-inch (6th generation) Wi-Fi + Cellular,ipad,RFB IPAD,RFB IPAD J622 EXTREM,165
GB,,FP233B/A,RFB IPAD PRO 12.9 WF CL 512 SLV-GBR,Refurbished iPad Pro 12.9-inch (6th generation) Wi-Fi + Cellular,ipad,RFB IPAD,RFB IPAD J622 EXTREM,58
GB,,FP243B/A,RFB IPAD PRO 12.9 WF CL 1T GRY-GBR,Refurbished iPad Pro 12.9-inch (6th generation) Wi-Fi + Cellular,ipad,RFB IPAD,RFB IPAD J622 PRIME,97
GB,,FP253B/A,RFB IPAD PRO 12.9 WF CL 1T SLV-GBR,Refurbished iPad Pro 12.9-inch (6th generation) Wi-Fi + Cellular,ipad,RFB IPAD,RFB IPAD J622 PRIME,59
GB,,FP263B/A,RFB IPAD PRO 12.9 WF CL 2T GRY-GBR,Refurbished iPad Pro 12.9-inch (6th generation) Wi-Fi + Cellular,ipad,RFB IPAD,RFB IPAD J622 PLATIN,58
GB,,FP273B/A,RFB IPAD PRO 12.9 WF CL 2T SLV-GBR,Refurbished iPad Pro 12.9-inch (6th generation) Wi-Fi + Cellular,ipad,RFB IPAD,RFB IPAD J622 PLATIN,6
GB,,FPUR3ZD/A,RFB IPHONE 14 STL 128GB-ZDD,Refurbished iPhone 14,iphone,RFB IPHONE,RFB IPHONE 14 D27 12,59
GB,,FPV03ZD/A,RFB IPHONE 14 PUR 128GB-ZDD,Refurbished iPhone 14,iphone,RFB IPHONE,RFB IPHONE 14 D27 12,165
GB,,FPVN3ZD/A,RFB IPHONE 14 BLU 128GB-ZDD,Refurbished iPhone 14,iphone,RFB IPHONE,RFB IPHONE 14 D27 12,246
GB,,FPW43ZD/A,RFB IPHONE 14 STL 256GB-ZDD,Refurbished iPhone 14,iphone,RFB IPHONE,RFB IPHONE 14 D27 25,55
GB,,FPWA3ZD/A,RFB IPHONE 14 PUR 256GB-ZDD,Refurbished iPhone 14,iphone,RFB IPHONE,RFB IPHONE 14 D27 25,5
GB,,FPWP3ZD/A,RFB IPHONE 14 BLU 256GB-ZDD,Refurbished iPhone 14,iphone,RFB IPHONE,RFB IPHONE 14 D27 25,6
GB,,FPWW3ZD/A,RFB IPHONE 14 MDN 512GB-ZDD,Refurbished iPhone 14,iphone,RFB IPHONE,RFB IPHONE 14 D27 51,22
GB,,FPX33ZD/A,RFB IPHONE 14 STL 512GB-ZDD,Refurbished iPhone 14,iphone,RFB IPHONE,RFB IPHONE 14 D27 51,22
GB,,FPX93ZD/A,RFB IPHONE 14 PUR 512GB-ZDD,Refurbished iPhone 14,iphone,RFB IPHONE,RFB IPHONE 14 D27 51,4
GB,,FPXN3ZD/A,RFB IPHONE 14 BLU 512GB-ZDD,Refurbished iPhone 14,iphone,RFB IPHONE,RFB IPHONE 14 D27 51,18
GB,,FQ233ZD/A,RFB IPHONE 14 PRO GLD 512GB-ZDD,Refurbished iPhone 14 Pro,iphone,RFB IPHONE,RFB IPHONE 14 PRO D7,29
GB,,FQ2G3ZD/A,RFB IPHONE 14 PRO SBL 1TB-ZDD,Refurbished iPhone 14 Pro,iphone,RFB IPHONE,RFB IPHONE 14 PRO D7,27
GB,,FQ2N3ZD/A,RFB IPHONE 14 PRO SLV 1TB-ZDD,Refurbished iPhone 14 Pro,iphone,RFB IPHONE,RFB IPHONE 14 PRO D7,9
GB,,FQ2V3ZD/A,RFB IPHONE 14 PRO GLD 1TB-ZDD,Refurbished iPhone 14 Pro,iphone,RFB IPHONE,RFB IPHONE 14 PRO D7,10
GB,,FQ323ZD/A,RFB IPHONE 14 PRO PUR 1TB-ZDD,Refurbished iPhone 14 Pro,iphone,RFB IPHONE,RFB IPHONE 14 PRO D7,21
GB,,FQ4X3ZD/A,RFB IPHONE 14 PLUS MDN 128GB-ZDD,Refurbished iPhone 14 Plus,iphone,RFB IPHONE,RFB IPHONE 14 PLUS D,183
GB,,FQ553ZD/A,RFB IPHONE 14 PLUS STL 256GB-ZDD,Refurbished iPhone 14 Plus,iphone,RFB IPHONE,RFB IPHONE 14 PLUS D,61
GB,,FQ583ZD/A,RFB IPHONE 14 PLUS BLU 256GB-ZDD,Refurbished iPhone 14 Plus,iphone,RFB IPHONE,RFB IPHONE 14 PLUS D,83
GB,,FQ593ZD/A,RFB IPHONE 14 PLUS MDN 512GB-ZDD,Refurbished iPhone 14 Plus,iphone,RFB IPHONE,RFB IPHONE 14 PLUS D,15
GB,,FQ9P3ZD/A,RFB IPHONE 14 PRO MAX SBL 128GB-ZDD,Refurbished iPhone 14 Pro Max,iphone,RFB IPHONE,RFB IPHONE 14 PRO MA,59
GB,,FQ9R3ZD/A,RFB IPHONE 14 PRO MAX GLD 128GB-ZDD,Refurbished iPhone 14 Pro Max,iphone,RFB IPHONE,RFB IPHONE 14 PRO MA,30
GB,,FQ9T3ZD/A,RFB IPHONE 14 PRO MAX PUR 128GB-ZDD,Refurbished iPhone 14 Pro Max,iphone,RFB IPHONE,RFB IPHONE 14 PRO MA,71
GB,,FQAF3ZD/A,RFB IPHONE 14 PRO MAX SBL 512GB-ZDD,Refurbished iPhone 14 Pro Max,iphone,RFB IPHONE,RFB IPHONE 14 PRO MA,41
GB,,FQAH3ZD/A,RFB IPHONE 14 PRO MAX SLV 512GB-ZDD,Refurbished iPhone 14 Pro Max,iphone,RFB IPHONE,RFB IPHONE 14 PRO MA,17
GB,,FQAJ3ZD/A,RFB IPHONE 14 PRO MAX GLD 512GB-ZDD,Refurbished iPhone 14 Pro Max,iphone,RFB IPHONE,RFB IPHONE 14 PRO MA,8
GB,,FQC23ZD/A,RFB IPHONE 14 PRO MAX SBL 1TB-ZDD,Refurbished iPhone 14 Pro Max,iphone,RFB IPHONE,RFB IPHONE 14 PRO MA,51
GB,,FQC33ZD/A,RFB IPHONE 14 PRO MAX SLV 1TB-ZDD,Refurbished iPhone 14 Pro Max,iphone,RFB IPHONE,RFB IPHONE 14 PRO MA,25
GB,,FQC43ZD/A,RFB IPHONE 14 PRO MAX GLD 1TB-ZDD,Refurbished iPhone 14 Pro Max,iphone,RFB IPHONE,RFB IPHONE 14 PRO MA,9
GB,,FQRC3B/A,"RFB 24"" BLU/8C CPU/8C GPU/8GB/256GB-GBR",Refurbished iMac,mac,RFB IMAC,RFB IMAC J433 24 ENT,15
GB,,FQRD3B/A,"RFB 24"" PNK/8CCPU/8CGPU/8GB/256GB-GBR",Refurbished iMac,mac,RFB IMAC,RFB IMAC J433 24 ENT,11
GB,,FQRP3B/A,"RFBIMAC 24"" GRN/8CCPU/10CGPU/8/512-GBR",Refurbished iMac,mac,RFB IMAC,RFB IMAC J434 24 BES,7
GB,,FQRT3B/A,"RFBIMAC 24"" PNK/8CCPU/10CGPU/8/256-GBR",Refurbished iMac,mac,RFB IMAC,RFB IMAC J434 24 BET,7
GB,,FQRX3B/A,"RFBIMAC 24"" ORG/8CCPU/10CGPU/8/256-GBR",Refurbished iMac,mac,RFB IMAC,RFB IMAC J434 24 BET,14
GB,,FR6D3ZD/A,RFB IPHONE 14 PLUS YELLOW 256GB-ZDD,Refurbished iPhone 14 Plus,iphone,RFB IPHONE,RFB IPHONE 14 PLUS D,16
GB & IE,,FR8X3QA/A,RFB WATCH S9 41 MI AL MI SB ML GPS-ESE,Apple Watch Series 9,applewatch,RFB WATCH,RFB N207S ALUM MDNT,45
GB & IE,,FR913QA/A,RFB WATCH S9 41 SI AL SB SB ML GPS-ESE,Apple Watch Series 9,applewatch,RFB WATCH,RFB N207S ALUM SLVR,39
GB & IE,,FR963QA/A,RFB WATCH S9 45 ST AL ST SB SM GPS-ESE,Apple Watch Series 9,applewatch,RFB WATCH,RFB N207B ALUM STRLT,18
GB & IE,,FR973QA/A,RFB WATCH S9 45 ST AL ST SB ML GPS-ESE,Apple Watch Series 9,applewatch,RFB WATCH,RFB N207B ALUM STRLT,45
GB & IE,,FR993QA/A,RFB WATCH S9 45 MI AL MI SB SM GPS-ESE,Apple Watch Series 9,applewatch,RFB WATCH,RFB N207B ALUM MDNT,85
GB & IE,,FR9A3QA/A,RFB WATCH S9 45 MI AL MI SB ML GPS-ESE,Apple Watch Series 9,applewatch,RFB WATCH,RFB N207B ALUM MDNT,87
GB & IE,,FR9D3QA/A,RFB WATCH S9 45 SI AL SB SB SM GPS-ESE,Apple Watch Series 9,applewatch,RFB WATCH,RFB N207B ALUM SLVR,71
GB & IE,,FR9E3QA/A,RFB WATCH S9 45 SI AL SB SB ML GPS-ESE,Apple Watch Series 9,applewatch,RFB WATCH,RFB N207B ALUM SLVR,134
GB & IE,,FR9G3QA/A,RFB WATCH S9 45 PINK AL LP SB SM GPS-ESE,Apple Watch Series 9,applewatch,RFB WATCH,RFB N207B ALUM PINK,2
GB & IE,,FR9H3QA/A,RFB WATCH S9 45 PINK AL LP SB ML GPS-ESE,Apple Watch Series 9,applewatch,RFB WATCH,RFB N207B ALUM PINK,33
GB & IE,,FR9U3QA/A,RFB WATCH SE 40 ST AL ST SB SM GPS-ESE,Refurbished Apple Watch SE,applewatch,RFB WATCH,RFB N143S ALUM STRLT,257
GB & IE,,FR9V3QA/A,RFB WATCH SE 40 ST AL ST SB ML GPS-ESE,Refurbished Apple Watch SE,applewatch,RFB WATCH,RFB N143S ALUM STRLT,169
GB & IE,,FR9Y3QA/A,RFB WATCH SE 40 MI AL MI SB ML GPS-ESE,Refurbished Apple Watch SE,applewatch,RFB WATCH,RFB N143S ALUM MDNT,173
GB & IE,,FRE13QA/A,RFB WATCH SE 40 SI AL SB SB SM GPS-ESE,Refurbished Apple Watch SE,applewatch,RFB WATCH,RFB N143S ALUM SLVR,69
GB & IE,,FRE23QA/A,RFB WATCH SE 40 SI AL SB SB ML GPS-ESE,Refurbished Apple Watch SE,applewatch,RFB WATCH,RFB N143S ALUM SLVR,59
GB & IE,,FRE43QA/A,RFB WATCH SE 44 ST AL ST SB SM GPS-ESE,Refurbished Apple Watch SE,applewatch,RFB WATCH,RFB N143B ALUM STRLT,45
